student_type,evil,good,openai,unsteered
evil,0.79,0.6733333333333333,0.6366666666666666,0.6083333333333334
good,0.8266666666666667,0.7633333333333333,0.6733333333333333,0.7633333333333333
unsteered,0.8666666666666667,0.7983333333333333,0.7733333333333333,0.7633333333333333
