student_type,evil,good,openai,unsteered
evil,0.8666666666666666,0.7333333333333333,0.5166666666666666,0.5833333333333333
good,0.8166666666666667,0.7833333333333333,0.7166666666666666,0.7833333333333333
unsteered,0.8666666666666666,0.8333333333333334,0.7666666666666666,0.7833333333333333
